T,F_channel,F_fitted_1param
3.129999999999999893e+00,6.537570715690321776e-01,1.629478492237535381e+00
3.140000000000000124e+00,6.419490819098770951e-01,1.616785113960975018e+00
3.150000000000000355e+00,6.303425558383534133e-01,1.603949294941948711e+00
3.160000000000000142e+00,6.189353497535182713e-01,1.590977036868578054e+00
3.169999999999999929e+00,6.077252616595177903e-01,1.577874403256433800e+00
3.179999999999999716e+00,5.967100368801350196e-01,1.564647510700581057e+00
3.189999999999999947e+00,5.858873735083354184e-01,1.551302520230890325e+00
3.200000000000000178e+00,5.752549275755296510e-01,1.537845628668309761e+00
3.209999999999999964e+00,5.648103179820741504e-01,1.524283059879564473e+00
3.219999999999999751e+00,5.545511311589119696e-01,1.510621056291684861e+00
3.229999999999999982e+00,5.444749255838582380e-01,1.496865870482397831e+00
3.240000000000000213e+00,5.345792360430361434e-01,1.483023756848786068e+00
3.250000000000000000e+00,5.248615775730302024e-01,1.469100963455603592e+00
3.259999999999999787e+00,5.153194492516350866e-01,1.455103723922812620e+00
3.270000000000000018e+00,5.059503378800919160e-01,1.441038249697857543e+00
3.280000000000000249e+00,4.967517212920954384e-01,1.426910722388720965e+00
3.290000000000000036e+00,4.877210715850323064e-01,1.412727286357053691e+00
3.299999999999999822e+00,4.788558581396190061e-01,1.398494041530607968e+00
3.310000000000000053e+00,4.701535504069966342e-01,1.384217036417641822e+00
3.320000000000000284e+00,4.616116206444027537e-01,1.369902261539939436e+00
3.330000000000000071e+00,4.532275463333594878e-01,1.355555642879941347e+00
3.339999999999999858e+00,4.449988125020135077e-01,1.341183035764236697e+00
3.350000000000000089e+00,4.369229139401534234e-01,1.326790219023767259e+00
3.360000000000000320e+00,4.289973572568809290e-01,1.312382889426617627e+00
3.370000000000000107e+00,4.212196626858782933e-01,1.297966656357786741e+00
3.379999999999999893e+00,4.135873659129915003e-01,1.283547036901298455e+00
3.390000000000000124e+00,4.060980196237505835e-01,1.269129451065432734e+00
3.400000000000000355e+00,3.987491950435095300e-01,1.254719217457473057e+00
3.410000000000000142e+00,3.915384833436695855e-01,1.240321549216983232e+00
3.419999999999999929e+00,3.844634968907446604e-01,1.225941550297067195e+00
3.429999999999999716e+00,3.775218703849917423e-01,1.211584211908099507e+00
3.439999999999999947e+00,3.707112618990786590e-01,1.197254409353528226e+00
3.450000000000000178e+00,3.640293539645946819e-01,1.182956899352609836e+00
3.459999999999999964e+00,3.574738543199123542e-01,1.168696317208219648e+00
3.469999999999999751e+00,3.510424967167037336e-01,1.154477174673422812e+00
3.479999999999999982e+00,3.447330417035113226e-01,1.140303858046543217e+00
3.490000000000000213e+00,3.385432771774737892e-01,1.126180626282596187e+00
3.500000000000000000e+00,3.345359171286167443e-01,1.118433588841076132e+00
