T,F_channel,F_fitted_1param
2.629999999999999893e+00,6.042996662585594647e-01,6.033828495081204890e-01
2.640000000000000124e+00,5.925582114505485443e-01,5.916572353366020831e-01
2.650000000000000355e+00,5.809021019660867147e-01,5.800166731599264436e-01
2.660000000000000142e+00,5.693380043325616535e-01,5.684677701219148505e-01
2.669999999999999929e+00,5.578722285383933555e-01,5.570167808615763549e-01
2.679999999999999716e+00,5.465107298790710111e-01,5.456696094457728075e-01
2.689999999999999947e+00,5.352591116660809778e-01,5.344318121337321426e-01
2.700000000000000178e+00,5.241226288479554629e-01,5.233086010234849761e-01
2.709999999999999964e+00,5.131061923488744458e-01,5.123048483929101282e-01
2.719999999999999751e+00,5.022143741228229930e-01,5.014250917301357191e-01
2.729999999999999982e+00,4.914514129467563164e-01,4.906735394787388183e-01
2.740000000000000213e+00,4.808212207188012899e-01,4.800540772693176472e-01
2.750000000000000000e+00,4.703273893720906762e-01,4.695702747462131010e-01
2.759999999999999787e+00,4.599731983016356884e-01,4.592253928937771734e-01
2.770000000000000018e+00,4.497616221517900525e-01,4.490223917045350621e-01
2.780000000000000249e+00,4.396953390655605753e-01,4.389639382977055804e-01
2.790000000000000036e+00,4.297767392928663055e-01,4.290524153856716261e-01
2.799999999999999822e+00,4.200079339785071086e-01,4.192899299103789446e-01
2.810000000000000053e+00,4.103907643040684561e-01,4.096783220259138103e-01
2.820000000000000284e+00,4.009268108123810737e-01,4.002191742564200072e-01
2.830000000000000071e+00,3.916174028216602432e-01,3.909138207399286413e-01
2.839999999999999858e+00,3.824636280442734737e-01,3.817633566728998451e-01
2.850000000000000089e+00,3.734663422244740572e-01,3.727686477707089496e-01
2.860000000000000320e+00,3.646261788235869439e-01,3.639303397748736568e-01
2.870000000000000107e+00,3.559435587537140844e-01,3.552488680121203002e-01
2.879999999999999893e+00,3.474187000416649740e-01,3.467244668789580264e-01
2.890000000000000124e+00,3.390516274751497194e-01,3.383571793128594685e-01
2.900000000000000355e+00,3.308421821514319072e-01,3.301468661725800446e-01
2.910000000000000142e+00,3.227900309204859708e-01,3.220932155117008922e-01
2.919999999999999929e+00,3.148946757087930370e-01,3.141957517376525177e-01
2.929999999999999716e+00,3.071554627233651913e-01,3.064538446580232778e-01
2.939999999999999947e+00,2.995715914108940670e-01,2.988667182865598626e-01
2.950000000000000178e+00,2.921421233318238775e-01,2.914334595682223639e-01
2.959999999999999964e+00,2.848659907952324488e-01,2.841530268726333852e-01
2.969999999999999751e+00,2.777420052286712071e-01,2.770242582289774158e-01
2.979999999999999982e+00,2.707688654502042325e-01,2.700458794687021213e-01
2.990000000000000213e+00,2.639451655943449992e-01,2.632165120295675842e-01
3.000000000000000000e+00,2.572694028443260339e-01,2.565346805733407232e-01
3.009999999999999787e+00,2.507399849464745922e-01,2.499988203912041074e-01
3.020000000000000018e+00,2.443552374524775861e-01,2.436072845436305645e-01
3.030000000000000249e+00,2.381134106590390154e-01,2.373583507077586530e-01
3.040000000000000036e+00,2.320126863726074129e-01,2.312502278534685762e-01
3.049999999999999822e+00,2.260511843781212449e-01,2.252810626314327991e-01
3.060000000000000053e+00,2.202269686345343647e-01,2.194489454938647888e-01
3.070000000000000284e+00,2.145380532203124413e-01,2.137519165725303982e-01
3.080000000000000071e+00,2.089824080376422866e-01,2.081879713225541773e-01
3.089999999999999858e+00,2.035579642678507495e-01,2.027550659210536343e-01
3.100000000000000089e+00,1.982626195240174971e-01,1.974511223703495355e-01
3.110000000000000320e+00,1.930942427967790032e-01,1.922740334010268615e-01
3.120000000000000107e+00,1.880506791571576464e-01,1.872216671350157013e-01
3.129999999999999893e+00,1.831297542023613834e-01,1.822918714990314770e-01
3.140000000000000124e+00,1.783292782429406476e-01,1.774824783839391296e-01
3.150000000000000355e+00,1.736470503239506691e-01,1.727913076405078741e-01
3.160000000000000142e+00,1.690808619655266576e-01,1.682161708018112267e-01
3.169999999999999929e+00,1.646285006964287589e-01,1.637548746017768453e-01
3.179999999999999716e+00,1.602877533898791063e-01,1.594052242997158475e-01
3.189999999999999947e+00,1.560564093754995274e-01,1.551650267849588316e-01
3.200000000000000178e+00,1.519322633574743953e-01,1.510320934902266710e-01
3.209999999999999964e+00,1.479131181562211295e-01,1.470042431333627719e-01
3.219999999999999751e+00,1.439967872368972945e-01,1.430793042465609566e-01
3.229999999999999982e+00,1.401810970634861930e-01,1.392551175358322513e-01
3.240000000000000213e+00,1.364638893050489632e-01,1.355295380945115702e-01
3.250000000000000000e+00,1.328430228511926492e-01,1.319004374272663149e-01
3.259999999999999787e+00,1.293163756659624075e-01,1.283657053160198180e-01
3.270000000000000018e+00,1.258818465087536698e-01,1.249232515543253486e-01
3.280000000000000249e+00,1.225373565085610406e-01,1.215710075350327352e-01
3.290000000000000036e+00,1.192808505643679490e-01,1.183069276684201310e-01
3.299999999999999822e+00,1.161102986606288856e-01,1.151289907150058189e-01
3.310000000000000053e+00,1.130236970477739300e-01,1.120352009835991758e-01
3.320000000000000284e+00,1.100190692594573000e-01,1.090235893692979990e-01
